customer_id,Name,gender,past_3_years_bike_related_purchases,Age,job_title,job_industry_category,wealth_segment,owns_car,tenure
638,Joey Ledram,Male,19,56.02,,Manufacturing,High Net Worth,No,13
639,Mayor Ismay,Male,51,48.92,Nuclear Power Engineer,Manufacturing,Mass Customer,No,16
640,Galvin O'Keenan,Male,12,47.82,Librarian,Entertainment,High Net Worth,Yes,10
641,Foster Haysar,Male,86,48.45,Accounting Assistant I,Manufacturing,Affluent Customer,No,3
642,Les Mines,Male,9,50.38,Automation Specialist IV,Property,Mass Customer,No,12
643,Carolee Butters,Female,48,40.35,Assistant Media Planner,Entertainment,Mass Customer,Yes,10
644,Tomlin Hastwall,Male,59,23.35,Administrative Officer,Health,Affluent Customer,No,2
645,Randolf Durant,Male,50,52.10,Analyst Programmer,,High Net Worth,No,11
646,Rowena Parchment,Female,3,49.79,Human Resources Manager,Manufacturing,Affluent Customer,No,13
647,Stanislas Baildon,Male,61,66.29,Assistant Manager,Retail,Mass Customer,Yes,10
648,Gardiner Nutley,Male,86,44.92,Accountant II,Financial Services,Mass Customer,Yes,9
649,Krissie Dinan,Female,23,48.41,Legal Assistant,Financial Services,Mass Customer,Yes,10
650,Matthew Petschelt,Male,81,45.53,Assistant Manager,Health,Mass Customer,No,13
651,Minni Deegin,Female,76,49.53,Tax Accountant,Health,Affluent Customer,No,13
652,Edee Stoker,Female,62,26.43,Staff Scientist,Financial Services,High Net Worth,Yes,1
653,Maxy Hurles,Male,68,55.27,Graphic Designer,Financial Services,Affluent Customer,Yes,19
654,Noelani Andreuzzi,Female,2,29.95,Administrative Officer,Manufacturing,Affluent Customer,No,5
655,Stuart Gebhardt,Male,64,48.44,General Manager,Manufacturing,Affluent Customer,Yes,19
656,Marty Lebreton,Female,80,44.46,Automation Specialist III,Manufacturing,High Net Worth,Yes,8
657,Hoyt ,Male,66,30.20,Safety Technician II,Manufacturing,Affluent Customer,No,10
658,Donn Bonnell,Male,38,79.30,Tax Accountant,Manufacturing,Affluent Customer,Yes,8
659,Natalee Stringman,Female,44,43.57,,Financial Services,Affluent Customer,Yes,15
660,Stormi ,Female,82,27.76,Geological Engineer,Manufacturing,High Net Worth,No,6
661,Cinderella Haslen,Female,35,34.99,Sales Associate,IT,High Net Worth,No,14
662,Bonnibelle Imos,Female,41,55.84,Chemical Engineer,Manufacturing,Mass Customer,Yes,5
663,Massimo Seymour,Male,27,25.79,VP Sales,Property,Affluent Customer,Yes,3
664,Mathe Scatcher,Male,38,28.57,Research Nurse,Health,High Net Worth,No,4
665,Chan Kirckman,Male,82,26.03,Human Resources Assistant I,,Mass Customer,No,5
666,Anselma Ricardon,Female,82,39.50,Social Worker,Health,High Net Worth,Yes,15
667,Nicoline Samwayes,Female,62,29.12,Payment Adjustment Coordinator,Manufacturing,High Net Worth,Yes,3
668,Ebony Threadgall,Female,61,56.70,Junior Executive,Health,Mass Customer,No,7
669,Fleur Whittlesea,Female,73,42.50,Research Associate,,Mass Customer,No,3
670,Janifer Pountain,Female,75,30.47,Business Systems Development Analyst,Retail,Affluent Customer,No,8
671,Aristotle Vanni,Male,49,38.77,,Argiculture,Mass Customer,No,5
672,Kleon Pallatina,Male,53,46.31,Analog Circuit Design manager,Retail,High Net Worth,No,12
673,Artie Ommanney,Male,35,47.86,VP Sales,Health,Mass Customer,Yes,4
674,Dalila Rosel,Female,61,68.72,Developer II,,Mass Customer,No,5
675,Sharl Wiggin,Female,37,46.38,Administrative Assistant I,Financial Services,Mass Customer,Yes,17
676,Curtis ,Male,51,54.97,Senior Editor,,High Net Worth,Yes,14
677,El Toupe,Male,59,25.76,Senior Cost Accountant,Financial Services,Mass Customer,No,5
678,Ambur Symcoxe,Female,57,27.67,Accounting Assistant II,IT,High Net Worth,No,2
679,Yolande Whild,Female,29,48.54,Registered Nurse,Health,Mass Customer,No,12
681,Jobyna Elgey,Female,55,44.63,VP Product Management,Manufacturing,Mass Customer,Yes,17
682,Ole Euplate,Male,53,52.14,Health Coach IV,Health,Affluent Customer,Yes,7
683,Brennan Gagen,Male,60,60.98,,Manufacturing,Mass Customer,Yes,10
684,Malvin ,Male,88,35.83,Desktop Support Technician,Financial Services,Mass Customer,No,14
686,Hallie Le feaver,Female,60,68.82,GIS Technical Architect,Argiculture,High Net Worth,Yes,5
687,Welby Ninnotti,Male,25,64.24,Executive Secretary,Retail,High Net Worth,Yes,5
688,Baron Bullus,Male,90,54.22,Junior Executive,Health,High Net Worth,No,9
689,Hamnet Berford,Male,91,56.97,Senior Developer,Entertainment,High Net Worth,Yes,16
690,Lindsey ,Male,95,36.10,Assistant Professor,,Affluent Customer,Yes,17
691,Carver Carwardine,Male,29,68.71,,Financial Services,Affluent Customer,Yes,5
692,Goraud Ayling,Male,42,35.35,Database Administrator IV,Property,Mass Customer,No,7
693,Bambi Hebblethwaite,Female,46,52.53,,Financial Services,Affluent Customer,Yes,19
694,Lilith Lanning,Female,66,54.36,Media Manager III,Health,Mass Customer,No,13
695,Kevan Kubal,Male,36,45.43,Engineer II,Health,High Net Worth,No,11
696,Arch Gaitskill,Male,57,57.25,Programmer Analyst II,,Affluent Customer,Yes,6
697,Weston Brokenshaw,Male,25,36.42,Environmental Specialist,Entertainment,Mass Customer,No,10
698,Ellette Fahy,Female,90,26.78,Human Resources Manager,Manufacturing,High Net Worth,Yes,1
699,Mirabella Richter,Female,16,50.75,Account Representative IV,IT,Affluent Customer,Yes,16
700,Josias Mulliner,Male,67,33.19,,Financial Services,Mass Customer,No,4
701,Ransell Ruler,Male,18,67.02,Food Chemist,Health,Mass Customer,Yes,8
702,Zorina Bosomworth,Female,72,63.25,Help Desk Technician,,Mass Customer,No,8
703,Ethelda ,Female,66,56.52,,Property,Mass Customer,No,15
704,Lindsay Acaster,Female,49,24.39,Research Nurse,Health,Mass Customer,No,4
705,Eddie Yekel,Male,48,59.31,Quality Engineer,Retail,High Net Worth,No,14
706,Kane Gaffer,Male,44,33.32,Media Manager IV,Financial Services,High Net Worth,Yes,5
707,Homere Rounds,Male,97,49.79,Executive Secretary,,Mass Customer,Yes,7
708,Idalina Wilcot,Female,31,36.21,Safety Technician II,IT,Mass Customer,Yes,10
709,Holly Cavil,Female,83,43.40,Accountant III,Financial Services,Mass Customer,Yes,5
710,Benton Oakly,Male,76,53.18,Sales Representative,Retail,High Net Worth,Yes,13
711,Audrey Vickerman,Female,60,51.18,,,Affluent Customer,No,7
712,Norine Antonik,Female,22,61.97,,IT,Mass Customer,No,14
713,Adena Northedge,Female,34,28.59,Help Desk Technician,,Mass Customer,Yes,4
714,Burtie Scintsbury,Male,12,58.82,,Manufacturing,High Net Worth,Yes,15
715,Royal Shinn,Male,50,54.66,Junior Executive,,Mass Customer,No,6
716,Trescha Preshous,Female,31,43.48,Social Worker,Health,Mass Customer,No,11
717,Basilius Spieck,Male,65,46.45,VP Product Management,Manufacturing,Mass Customer,Yes,11
718,Cathe Lorriman,Female,38,45.21,Engineer I,Manufacturing,Mass Customer,Yes,7
719,Pattin Weathey,Male,2,69.36,Administrative Officer,Retail,Mass Customer,No,14
720,Darrel Canet,Male,67,91.56,Recruiting Manager,Retail,Affluent Customer,No,6
721,Harmonia Cornock,Female,84,29.73,Account Representative III,,Affluent Customer,Yes,1
722,Stewart Brosoli,Male,69,67.15,Marketing Manager,IT,Mass Customer,No,5
723,Madelina Marte,Female,41,59.72,Food Chemist,Health,Mass Customer,Yes,6
724,Heinrik Norcock,Male,7,47.75,Analog Circuit Design manager,Financial Services,Mass Customer,Yes,4
725,Gage Crossan,Male,61,57.70,Design Engineer,Health,High Net Worth,Yes,19
726,Norma Blackbourn,Female,69,45.23,Information Systems Manager,Health,Mass Customer,Yes,10
727,Lenci Duerden,Male,98,44.57,Senior Editor,Manufacturing,Mass Customer,No,3
728,Winthrop Corser,Male,60,66.60,VP Accounting,Financial Services,Mass Customer,Yes,8
729,Ammamaria Standbridge,Female,30,49.53,Analog Circuit Design manager,Health,Affluent Customer,No,11
730,Robb Poll,Male,42,54.78,Web Designer IV,,Mass Customer,No,14
731,Lorenza Cawthorne,Female,57,53.42,,,Mass Customer,No,6
732,Bonita Gethins,Female,71,56.29,Actuary,Financial Services,Mass Customer,No,5
733,Ham Mayoh,Male,25,49.43,,Manufacturing,Mass Customer,No,13
734,Leicester Fynes,Male,34,42.83,Programmer III,Retail,Affluent Customer,No,11
735,Khalil Pennings,Male,33,58.05,Assistant Manager,Financial Services,Mass Customer,Yes,11
736,Sansone Eastcourt,Male,41,48.95,Help Desk Operator,,High Net Worth,No,8
737,Sisely Oppy,Female,75,39.81,Systems Administrator III,,Mass Customer,No,16
738,Bunnie Whines,Female,51,38.40,,Argiculture,Mass Customer,Yes,9
739,Arnie Zorn,Male,36,58.40,Senior Editor,Manufacturing,Mass Customer,No,8
740,Farr Butterick,Male,9,28.70,,Financial Services,Affluent Customer,No,6
741,Cristionna Mapes,Female,16,44.22,,,Mass Customer,No,11
742,Dexter Robelin,Male,55,57.04,Senior Developer,Manufacturing,Mass Customer,No,15
743,Pattin Morican,Male,89,42.08,VP Accounting,Financial Services,Mass Customer,Yes,13
744,Heinrik ,Male,54,45.68,Graphic Designer,Manufacturing,Affluent Customer,Yes,14
745,Dotty Maylott,Female,84,45.12,,Manufacturing,Mass Customer,Yes,13
746,Aldo Waistall,Male,47,58.78,Business Systems Development Analyst,,Affluent Customer,Yes,17
747,Eula Bruni,Female,91,45.03,Database Administrator II,,Mass Customer,No,7
748,Linet Postill,Female,51,42.04,VP Marketing,Financial Services,High Net Worth,No,7
749,Andreas Cosin,Male,47,50.76,Environmental Specialist,Argiculture,Mass Customer,No,19
750,Izaak Gisborne,Male,42,28.06,Analyst Programmer,Retail,Affluent Customer,Yes,7
751,Amie Dufty,Female,41,21.49,Business Systems Development Analyst,Financial Services,Affluent Customer,No,1
752,Kalil Palombi,Male,13,61.87,Speech Pathologist,Financial Services,High Net Worth,No,12
753,Josy St. Quentin,Female,82,53.17,Food Chemist,Health,Affluent Customer,Yes,6
754,Patsy Beefon,Female,15,43.77,Senior Financial Analyst,Financial Services,Mass Customer,No,14
755,Baily Imison,Male,31,29.80,Senior Cost Accountant,Financial Services,Mass Customer,No,4
756,Carin Lauthian,Female,65,48.61,Computer Systems Analyst IV,Manufacturing,Mass Customer,Yes,16
757,Kinsley Klimus,Male,91,45.98,Environmental Tech,Financial Services,Mass Customer,No,18
758,Teena Birrel,Female,99,56.08,,Manufacturing,High Net Worth,Yes,11
759,Mitchel Schimek,Male,89,60.06,Clinical Specialist,Health,High Net Worth,No,13
760,Shamus Fyndon,Male,46,45.18,Assistant Professor,,Mass Customer,Yes,18
761,Vaughan McCromley,Male,12,45.44,Media Manager II,Health,Affluent Customer,Yes,4
762,Kerwin Jossel,Male,91,43.16,Environmental Specialist,,Mass Customer,Yes,22
763,Benita Cuffley,Female,95,35.49,Computer Systems Analyst IV,Manufacturing,Affluent Customer,No,12
764,Samuel Stiff,Male,40,46.14,Environmental Tech,Financial Services,Mass Customer,Yes,22
765,Valeria Chazette,Female,50,38.67,,Retail,Affluent Customer,No,16
766,Nonna Hun,Female,16,48.04,,Retail,Mass Customer,Yes,14
767,Gustav Kos,Male,70,67.40,Budget/Accounting Analyst II,Manufacturing,High Net Worth,No,11
768,Alexia Wolford,Female,5,49.31,Web Developer IV,Argiculture,Affluent Customer,Yes,21
769,Cameron Letherbury,Male,65,61.36,Analog Circuit Design manager,IT,Mass Customer,No,12
770,Zara Maccaddie,Female,10,39.24,Software Consultant,IT,High Net Worth,Yes,13
771,Lammond MacGeffen,Male,12,59.16,,,Affluent Customer,Yes,8
772,Lorianna Vidyapin,Female,12,24.34,Community Outreach Specialist,Entertainment,Mass Customer,No,4
773,Robbie Handaside,Male,77,38.22,,Financial Services,Affluent Customer,Yes,20
774,Phelia Perotti,Female,79,24.42,Operator,Manufacturing,High Net Worth,No,1
775,Nikita Kilby,Male,66,40.62,Accounting Assistant IV,Manufacturing,Affluent Customer,No,4
776,Stanley Seven,Male,30,42.61,Financial Analyst,Financial Services,High Net Worth,No,20
777,Wolfgang Tarrier,Male,2,30.31,Paralegal,Financial Services,High Net Worth,No,4
778,Stacy Pozzi,Male,24,46.46,Assistant Professor,Manufacturing,High Net Worth,No,13
779,Maddy Larrat,Female,1,31.22,Staff Accountant III,Health,High Net Worth,No,7
780,Kim ,Female,24,49.56,Professor,Financial Services,Mass Customer,No,20
781,Elvis O'Leagham,Male,80,64.48,Legal Assistant,Manufacturing,Mass Customer,No,17
782,Bevvy Siegertsz,Female,30,46.68,Geological Engineer,Manufacturing,Mass Customer,No,17
783,Rudd Strangeways,Male,6,37.77,Information Systems Manager,Retail,Affluent Customer,No,14
784,Frederik Duckett,Male,10,46.28,Accounting Assistant III,IT,High Net Worth,Yes,22
785,Anthea Guesford,Female,48,43.69,Assistant Professor,Manufacturing,Mass Customer,Yes,18
786,Francklin Ubanks,Male,34,38.21,,Financial Services,Affluent Customer,No,16
787,Norma Batrim,Female,29,26.37,,Retail,Affluent Customer,Yes,2
788,Gregg Townsend,Male,62,58.85,Social Worker,Health,Mass Customer,No,11
789,Gabrielle Giraudot,Female,69,45.02,Geological Engineer,Manufacturing,Affluent Customer,Yes,14
790,Yvonne ,Female,22,55.12,Senior Editor,,Affluent Customer,No,15
791,Tootsie Hurt,Female,3,54.60,Professor,Manufacturing,Mass Customer,Yes,14
792,Mitch Rains,Male,10,47.46,Structural Engineer,,High Net Worth,Yes,4
793,Kissie Delong,Female,97,34.25,Actuary,Financial Services,High Net Worth,Yes,9
794,Scott Ommundsen,Male,99,68.00,Compensation Analyst,Financial Services,Affluent Customer,Yes,16
795,Cassy Awdry,Female,35,49.71,Environmental Tech,Financial Services,High Net Worth,No,18
796,Ira Lamlin,Female,8,25.93,Financial Analyst,Financial Services,Mass Customer,No,2
797,Meridel Rawet,Female,51,49.54,Internal Auditor,Financial Services,Mass Customer,No,19
798,Dorita Blackburne,Female,22,34.95,Teacher,Financial Services,High Net Worth,No,5
800,Quint Popov,Male,68,44.34,Account Coordinator,Manufacturing,Mass Customer,No,8
801,Bertram Linn,Male,28,42.57,Geologist IV,,Affluent Customer,No,20
802,Ailyn Carberry,Female,50,37.20,Financial Analyst,Financial Services,Mass Customer,No,3
803,Nina Murcutt,Female,96,23.47,Nuclear Power Engineer,Manufacturing,High Net Worth,No,3
804,Henrietta Seater,Female,98,23.87,Technical Writer,,High Net Worth,Yes,1
805,Jorrie Hanhardt,Female,48,63.05,Electrical Engineer,Manufacturing,Mass Customer,No,10
806,Carter Kaesmakers,Male,66,30.76,Sales Representative,Retail,Mass Customer,Yes,7
807,Lorne Quested,Female,48,42.44,Safety Technician I,,Affluent Customer,No,16
808,Nigel Phippard,Male,21,43.45,Social Worker,Health,High Net Worth,Yes,17
809,Nevsa Washtell,Female,83,45.53,Biostatistician III,Health,Mass Customer,No,18
810,Fawnia Bartrum,Female,24,25.07,Software Test Engineer IV,Health,Mass Customer,Yes,1
811,Ive Chapelhow,Male,6,39.30,Nurse Practicioner,,Mass Customer,No,8
812,Coral Dunkirk,Female,1,33.61,,Financial Services,Mass Customer,No,16
813,Lisette Nesbit,Female,12,61.13,Account Representative III,Health,Mass Customer,No,14
814,Raffarty Giacomoni,Male,60,63.38,Analog Circuit Design manager,Manufacturing,Mass Customer,No,14
815,Caryn Sampey,Female,47,48.83,,Manufacturing,Mass Customer,Yes,22
816,Donni Boor,Female,71,66.33,Product Engineer,Manufacturing,Mass Customer,No,15
817,Niel Abilowitz,Male,38,31.06,Editor,Financial Services,Mass Customer,Yes,6
818,Beverie Bosanko,Female,17,49.37,Chemical Engineer,Manufacturing,Mass Customer,No,11
819,Temp Thebeau,Male,7,47.80,Associate Professor,Manufacturing,Affluent Customer,Yes,5
820,Cecilia Chipchase,Female,12,46.33,,Financial Services,High Net Worth,No,16
821,Gregoor Aronovitz,Male,41,41.78,Financial Analyst,Financial Services,Mass Customer,Yes,7
822,Ardis Tomlett,Female,67,48.53,Sales Associate,Health,High Net Worth,No,17
823,Stesha Morecombe,Female,91,33.20,Internal Auditor,Manufacturing,Affluent Customer,No,9
824,Fleurette Whardley,Female,97,46.18,Financial Advisor,Financial Services,Affluent Customer,Yes,12
825,Willis Whyler,Male,17,47.72,Computer Systems Analyst IV,,Affluent Customer,Yes,16
826,Marc Waddilove,Male,92,24.35,Recruiting Manager,Financial Services,Mass Customer,Yes,1
827,Phillis Rudwell,Female,90,26.98,,Health,Affluent Customer,No,5
828,Darda Kernocke,Female,93,65.40,,Health,Mass Customer,Yes,20
829,Byran Goodfield,Male,84,22.27,Environmental Tech,Financial Services,High Net Worth,Yes,2
830,Jayson Chilcott,Male,58,41.93,VP Quality Control,Manufacturing,Affluent Customer,No,6
831,Teddy Keijser,Male,4,50.04,Paralegal,Financial Services,Affluent Customer,No,11
832,Shaun Murphey,Male,30,45.43,Research Assistant IV,Retail,Mass Customer,No,14
833,Wadsworth Hubane,Male,9,27.58,Safety Technician II,,High Net Worth,Yes,4
834,Rudolf Brandes,Male,37,50.08,Environmental Tech,Financial Services,Mass Customer,No,3
835,Zachary Matyukon,Male,85,55.04,Electrical Engineer,Manufacturing,Mass Customer,Yes,9
836,Clemence Vautre,Female,33,33.08,Actuary,Financial Services,Mass Customer,Yes,9
837,Derick Fasler,Male,4,66.33,Internal Auditor,,Mass Customer,Yes,13
838,Hayden Heersema,Male,27,52.25,Financial Advisor,Financial Services,High Net Worth,No,15
840,Chas Carabet,Male,94,58.88,VP Sales,Financial Services,Affluent Customer,Yes,19
841,Hanan McGreay,Male,93,56.62,Marketing Manager,Manufacturing,Affluent Customer,Yes,8
842,Mahmud Dobbson,Male,59,23.70,Compensation Analyst,Financial Services,High Net Worth,No,2
843,Salomone Sleford,Male,80,33.65,Developer II,Manufacturing,Affluent Customer,Yes,9
844,Tome Tyt,Male,13,45.31,Nurse Practicioner,Financial Services,High Net Worth,No,9
845,Koressa Maris,Female,51,49.36,Associate Professor,Manufacturing,Mass Customer,No,3
846,Alvan Rebichon,Male,60,69.13,Geologist I,Manufacturing,Affluent Customer,No,17
847,Kelci Morrison,Female,66,31.93,Chief Design Engineer,Retail,High Net Worth,No,9
848,Lannie Chat,Male,79,43.86,VP Product Management,Manufacturing,Mass Customer,No,13
849,Sylvan Capper,Male,72,53.64,Librarian,Entertainment,Mass Customer,No,10
850,Nevin Hanfrey,Male,79,22.59,Clinical Specialist,Health,Mass Customer,No,1
851,Cammi Tesmond,Female,19,35.34,Project Manager,,Affluent Customer,Yes,2
852,Andie Bonney,Female,37,22.48,Compensation Analyst,Financial Services,Affluent Customer,Yes,2
853,Nolana Rotter,Female,26,41.58,Media Manager I,Retail,Mass Customer,Yes,16
854,Charisse Thoresby,Female,35,22.51,Marketing Manager,,Affluent Customer,No,2
855,Bennie Llywarch,Female,74,48.53,General Manager,Retail,High Net Worth,Yes,16
856,Peyton Monkeman,Male,63,34.58,Quality Engineer,Financial Services,Mass Customer,Yes,9
857,Theo ,Female,15,58.73,General Manager,,High Net Worth,No,4
858,Barby Charlwood,Female,79,42.92,Internal Auditor,Financial Services,High Net Worth,Yes,9
859,Devinne Tommeo,Female,53,44.76,Geologist I,Financial Services,Affluent Customer,Yes,7
860,Ida ,Female,80,42.73,,,High Net Worth,Yes,7
861,Rebekah Dmych,Female,73,45.95,Senior Financial Analyst,Financial Services,High Net Worth,No,17
862,Worden Fossitt,Male,83,45.35,Information Systems Manager,Argiculture,High Net Worth,Yes,16
863,Kessiah Logg,Female,19,61.66,Senior Financial Analyst,Financial Services,Affluent Customer,No,5
864,Regen Nares,Male,6,53.17,,Retail,High Net Worth,Yes,4
865,Germain De la Harpe,Female,73,58.07,Desktop Support Technician,Telecommunications,Mass Customer,No,19
866,Stanislaus Gottelier,Male,28,50.33,Associate Professor,,Affluent Customer,Yes,14
867,Lura MacKim,Female,12,49.99,VP Marketing,,Mass Customer,No,17
868,Effie Duddy,Female,84,43.80,VP Accounting,Financial Services,Mass Customer,Yes,11
869,Addia Abels,Female,7,39.15,Account Representative I,Financial Services,High Net Worth,Yes,10
870,Hugh Wilce,Male,63,59.27,Pharmacist,Health,Mass Customer,No,6
871,Janka Yesinin,Female,40,31.28,,,Mass Customer,Yes,5
872,Suki Ivachyov,Female,47,52.02,Structural Engineer,IT,Mass Customer,No,13
873,Worthington Penwarden,Male,37,63.38,Occupational Therapist,Health,Affluent Customer,Yes,20
874,Howard Oseland,Male,78,21.98,,Health,Mass Customer,Yes,1
875,Caryl Linnett,Male,34,24.18,Recruiting Manager,Financial Services,Mass Customer,Yes,2
876,Neil Jencey,Male,44,54.58,Physical Therapy Assistant,IT,High Net Worth,No,19
877,Didi Milne,Female,92,34.97,Accounting Assistant III,Financial Services,Mass Customer,Yes,3
878,Clarence Silby,Male,31,40.50,Environmental Specialist,Manufacturing,Mass Customer,Yes,9
879,Hestia Smetoun,Female,58,44.76,,,Mass Customer,No,12
880,Neely Lundon,Female,11,59.35,Internal Auditor,,High Net Worth,Yes,10
881,Carmella O' Lone,Female,82,42.99,Information Systems Manager,,High Net Worth,No,15
882,Esmaria Lythgoe,Female,59,57.61,,Property,Mass Customer,Yes,11
884,Pepito Lamming,Male,11,45.26,Web Designer IV,Property,Mass Customer,No,17
885,Yancey Wivell,Male,20,56.49,Statistician IV,Financial Services,Mass Customer,No,18
886,Dawna McCullen,Female,53,48.47,Accounting Assistant III,Health,Mass Customer,No,11
887,Patrizius Hardinge,Male,55,25.45,,Manufacturing,High Net Worth,No,1
888,Chickie Gulleford,Female,62,59.49,Accountant IV,Manufacturing,Mass Customer,No,10
889,Ezequiel Coggeshall,Male,46,56.21,Sales Representative,Retail,Affluent Customer,Yes,10
890,Tony Cordsen,Female,55,49.26,Dental Hygienist,Health,Mass Customer,Yes,15
891,Talbot Andrioni,Male,21,41.74,Occupational Therapist,Health,High Net Worth,Yes,9
893,Gibby Fearnley,Male,97,39.64,Geologist I,IT,Mass Customer,No,16
894,Catie Kibbey,Female,13,52.38,Desktop Support Technician,Financial Services,High Net Worth,Yes,9
895,Juli Curness,Female,58,56.68,,,Mass Customer,Yes,12
896,Idell Belderson,Female,25,44.90,VP Sales,,Mass Customer,No,15
897,Pris Fance,Female,25,54.32,Account Executive,Manufacturing,Mass Customer,No,11
898,Reyna Braizier,Female,53,45.68,General Manager,Financial Services,Affluent Customer,No,16
899,Teodora Lawling,Female,42,59.76,Business Systems Development Analyst,Health,Affluent Customer,Yes,12
900,Clevey Ivamy,Male,48,32.73,Associate Professor,Manufacturing,Mass Customer,Yes,5
901,Letta McCarter,Female,13,48.02,,Retail,Mass Customer,Yes,16
902,Selene Vasiltsov,Female,37,33.77,Staff Scientist,Retail,Mass Customer,No,18
903,Hewe Lidgley,Male,46,61.85,,Financial Services,Mass Customer,No,14
904,Kariotta Ludman,Female,51,49.00,Database Administrator II,,High Net Worth,Yes,11
905,Dorian Drinkel,Female,41,45.23,Safety Technician II,Manufacturing,Affluent Customer,No,12
906,Cammy Marcroft,Male,73,24.33,Financial Analyst,Financial Services,High Net Worth,Yes,3
907,Eamon McWhin,Male,51,44.36,Sales Associate,Property,High Net Worth,Yes,17
908,Carry Tomlett,Female,86,42.68,,Financial Services,Affluent Customer,Yes,17
909,Suzette Surgison,Female,77,63.35,Operator,,High Net Worth,Yes,8
910,Lewes Foulcher,Male,50,37.02,Biostatistician I,Financial Services,Mass Customer,No,14
911,Marcellus Shawcroft,Male,62,48.56,Structural Analysis Engineer,Property,Affluent Customer,No,3
912,Vince Dalmon,Male,37,54.80,Sales Representative,Retail,Mass Customer,Yes,19
913,Dayle Spearman,Female,67,22.50,,Financial Services,Mass Customer,No,1
914,Marc Egleton,Male,73,23.87,Chemical Engineer,Manufacturing,Affluent Customer,Yes,2
915,Austina Orrice,Female,17,38.65,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,7
916,Joycelin ,Female,18,31.87,Recruiter,,Affluent Customer,No,8
917,Odo MacKaig,Male,63,59.01,VP Product Management,Financial Services,Mass Customer,No,19
918,Mahmud Chiles,Male,73,48.19,Internal Auditor,Health,High Net Worth,No,13
919,Grove Peltzer,Male,48,35.79,Registered Nurse,Health,Mass Customer,Yes,13
920,Stefano Thornborrow,Male,89,47.29,Software Test Engineer IV,Health,Mass Customer,Yes,19
921,Gretchen Seneschal,Female,77,43.38,Help Desk Technician,Manufacturing,Mass Customer,No,7
922,Bekki Ralston,Female,52,50.57,Operator,Financial Services,Mass Customer,No,19
923,Garrek Grimwade,Male,44,45.86,Senior Financial Analyst,Financial Services,High Net Worth,No,19
924,Clementius Hambric,Male,33,46.49,Computer Systems Analyst II,,Affluent Customer,No,13
925,Nicko Pembridge,Male,42,44.74,Accountant IV,Manufacturing,Affluent Customer,No,16
926,Terrel Matthisson,Male,18,57.56,Professor,Telecommunications,Affluent Customer,No,10
927,Jarret ,Male,25,57.21,Cost Accountant,Financial Services,Mass Customer,Yes,18
928,Porty Clemmitt,Male,61,49.98,Associate Professor,,High Net Worth,Yes,18
929,Kippy Conerding,Male,0,57.67,Database Administrator III,Financial Services,Mass Customer,Yes,13
930,Evelina Dinan,Female,86,51.49,Executive Secretary,Retail,Mass Customer,Yes,8
931,Katrina Sappson,Female,59,23.73,Design Engineer,Manufacturing,Affluent Customer,Yes,1
932,Yoko Dowrey,Female,30,33.78,Graphic Designer,,Mass Customer,No,18
933,Melany L'oiseau,Female,75,26.95,Help Desk Operator,Retail,Mass Customer,Yes,5
934,Marcellus Louisot,Male,76,27.27,Human Resources Manager,Manufacturing,Mass Customer,No,6
935,Aldin Cracker,Male,76,28.63,Marketing Manager,,Mass Customer,Yes,3
936,Raffaello Godleman,Male,64,34.96,Speech Pathologist,Health,High Net Worth,No,3
937,Nikolos McKyrrelly,Male,65,37.46,Human Resources Assistant IV,Manufacturing,Affluent Customer,No,15
938,Corabelle ,Female,18,27.07,Technical Writer,Retail,Mass Customer,No,7
939,Cristian Theodoris,Male,53,62.33,Product Engineer,Manufacturing,Mass Customer,No,6
940,Marnia Claesens,Female,3,35.88,Administrative Officer,Manufacturing,Mass Customer,No,9
941,Tye Doohan,Male,13,28.24,Recruiting Manager,Financial Services,Affluent Customer,Yes,1
942,Shirley Brook,Female,31,49.24,Director of Sales,Financial Services,Mass Customer,Yes,14
943,Holly Gamett,Male,94,43.63,Legal Assistant,Property,Affluent Customer,Yes,15
944,Anderea Dallewater,Female,53,47.31,,Manufacturing,Mass Customer,No,15
945,Hebert Bernocchi,Male,59,24.68,Human Resources Manager,,High Net Worth,Yes,1
946,Bettina Farrer,Female,16,61.81,Research Associate,Manufacturing,High Net Worth,No,12
947,Hyacinth Naldrett,Female,43,37.15,Pharmacist,Health,Mass Customer,No,10
948,Yardley Argo,Male,19,53.74,Recruiting Manager,,Affluent Customer,No,10
949,Jarid Grebner,Male,18,47.66,Executive Secretary,Health,Mass Customer,Yes,3
951,Meryl Dumbar,Male,44,23.58,Assistant Media Planner,Entertainment,Mass Customer,No,1
952,Marina Andresen,Female,34,51.90,VP Sales,Financial Services,Affluent Customer,Yes,6
953,Jasmin Brodeur,Female,16,43.95,,,Mass Customer,No,7
954,Alain Immins,Male,76,28.17,VP Quality Control,Manufacturing,Mass Customer,Yes,7
955,Teresina Gibbie,Female,78,33.58,Research Nurse,Health,Mass Customer,Yes,9
956,Ezechiel Pettecrew,Male,19,62.62,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,9
957,Jamima Gannan,Female,80,28.70,Automation Specialist I,Manufacturing,Affluent Customer,Yes,7
958,Kristofor Saulter,Male,15,59.32,Biostatistician IV,Health,High Net Worth,No,18
959,Katharina Jennins,Female,3,36.52,Staff Scientist,,Affluent Customer,Yes,21
